STATE,CITY,COUNTY_LOCATION_DEFINED,BEG_DATE,END_DATE,RATE
IL,Chicago,Cook / Lake,5/1/2016,8/31/2016,$200.00 
IL,Chicago,Cook / Lake,9/1/2016,9/30/2016,$212.00 
IL,O'Fallon,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,10/1/2015,9/30/2016,$125.00 
IL,Fairview Heights,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,10/1/2015,9/30/2016,$125.00 
IL,Collinsville,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,10/1/2015,9/30/2016,$125.00 
IL,Oak Brook Terrace,Dupage,10/1/2015,9/30/2016,$108.00 
IN,Bloomington ,Monroe,10/1/2015,9/30/2016,$104.00 
IN,Ft. Wayne,Allen,10/1/2015,9/30/2016,$90.00 
IN,Hammond,Lake,10/1/2015,9/30/2016,$94.00 
IN,Munster,Lake,10/1/2015,9/30/2016,$94.00 
IN,Merrillville,Lake,10/1/2015,9/30/2016,$94.00 
IN,Indianapolis,Marion / Hamilton,10/1/2015,9/30/2016,$107.00 
IN,Carmel,Marion / Hamilton,10/1/2015,9/30/2016,$107.00 
IN,Lafayette,Tippecanoe,10/1/2015,9/30/2016,$93.00 
IN,West Lafayette,Tippecanoe,10/1/2015,9/30/2016,$93.00 
IN,South Bend,St. Joseph,10/1/2015,9/30/2016,$92.00 
KS,Kansas City,Wyandotte / Johnson / Leavenworth,10/1/2015,9/30/2016,$112.00 
KS,Overland Park,Wyandotte / Johnson / Leavenworth,10/1/2015,9/30/2016,$112.00 
KS,Wichita,Sedgwick,10/1/2015,9/30/2016,$95.00 
KY,Boone,Boone,10/1/2015,9/30/2016,$92.00 
KY,Kenton,Kenton,10/1/2015,9/30/2016,$135.00 
KY,Lexington,Fayette,10/1/2015,9/30/2016,$102.00 
KY,Louisville,Jefferson,10/1/2015,1/31/2016,$111.00 
KY,Louisville,Jefferson,2/1/2016,5/31/2016,$127.00 
KY,Louisville,Jefferson,6/1/2016,9/30/2016,$111.00 
LA,Alexandria,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,10/1/2015,9/30/2016,$97.00 
LA,Leesville,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,10/1/2015,9/30/2016,$97.00 
LA,Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,10/1/2015,9/30/2016,$97.00 
LA,Baton Rouge,East Baton Rouge Parish,10/1/2015,9/30/2016,$98.00 
LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,10/1/2015,12/31/2015,$153.00 
LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,1/1/2016,4/30/2016,$160.00 
LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,5/1/2016,9/30/2016,$122.00 
MA,Andover,Essex,10/1/2015,9/30/2016,$107.00 
MA,Boston,"Suffolk, city of Cambridge",10/1/2015,10/31/2015,$275.00 
MA,Cambridge,"Suffolk, city of Cambridge",10/1/2015,10/31/2015,$275.00 
MA,Boston,"Suffolk, city of Cambridge",11/1/2015,3/31/2016,$198.00 
MA,Cambridge,"Suffolk, city of Cambridge",11/1/2015,3/31/2016,$198.00 
MA,Boston,"Suffolk, city of Cambridge",4/1/2016,6/30/2016,$247.00 
MA,Cambridge,"Suffolk, city of Cambridge",4/1/2016,6/30/2016,$247.00 
MA,Boston,"Suffolk, city of Cambridge",7/1/2016,8/31/2016,$233.00 
MA,Cambridge,"Suffolk, city of Cambridge",7/1/2016,8/31/2016,$233.00 
MA,Boston,"Suffolk, city of Cambridge",9/1/2016,9/30/2016,$275.00 
MA,Cambridge,"Suffolk, city of Cambridge",9/1/2016,9/30/2016,$275.00 
MA,Burlington,Middlesex less the city of Cambridge,10/1/2015,9/30/2016,$136.00 
MA,Woburn,Middlesex less the city of Cambridge,10/1/2015,9/30/2016,$136.00 
MA,Falmouth,City limits of Falmouth,10/1/2015,6/30/2016,$116.00 
MA,Falmouth,City limits of Falmouth,7/1/2016,8/31/2016,$199.00 
MA,Falmouth,City limits of Falmouth,9/1/2016,9/30/2016,$116.00 
MA,Hyannis,Barnstable less the city of Falmouth,10/1/2015,6/30/2016,$102.00 
MA,Hyannis,Barnstable less the city of Falmouth,7/1/2016,8/31/2016,$161.00 
MA,Hyannis,Barnstable less the city of Falmouth,9/1/2016,9/30/2016,$102.00 
MA,Martha's Vineyard,Dukes,10/1/2015,5/31/2016,$126.00 
MA,Martha's Vineyard,Dukes,6/1/2016,9/30/2016,$276.00 
MA,Nantucket,Nantucket,10/1/2015,12/31/2015,$163.00 
MA,Nantucket,Nantucket,1/1/2016,5/31/2016,$128.00 
MA,Nantucket,Nantucket,6/1/2016,8/31/2016,$275.00 
MA,Nantucket,Nantucket,9/1/2016,9/30/2016,$163.00 
MA,Northampton,Hampshire,10/1/2015,9/30/2016,$106.00 
MA,Pittsfield,Berkshire,10/1/2015,9/30/2016,$120.00 
MA,Plymouth,Plymouth / Bristol,10/1/2015,9/30/2016,$103.00 
MA,Taunton,Plymouth / Bristol,10/1/2015,9/30/2016,$103.00 
MA,New Bedford,Plymouth / Bristol,10/1/2015,9/30/2016,$103.00 
MA,Quincy,Norfolk,10/1/2015,9/30/2016,$139.00 
MA,Springfield,Hampden,10/1/2015,9/30/2016,$105.00 
MA,Worcester,Worcester,10/1/2015,9/30/2016,$111.00 
MD,Aberdee,Harford,10/1/2015,9/30/2016,$99.00 
MD,Bel Air,Harford,10/1/2015,9/30/2016,$99.00 
MD,Belcamp,Harford,10/1/2015,9/30/2016,$99.00 
MD,Annapolis,Anne Arundel,10/1/2015,10/31/2015,$121.00 
MD,Annapolis,Anne Arundel,11/1/2015,4/30/2016,$101.00 
MD,Annapolis,Anne Arundel,5/1/2016,9/30/2016,$121.00 
MD,Baltimore City,Baltimore City,10/1/2015,11/30/2015,$158.00 
MD,Baltimore City,Baltimore City,12/1/2015,2/29/2016,$123.00 
MD,Baltimore City,Baltimore City,3/1/2015,8/31/2016,$151.00 
MD,Baltimore City,Baltimore City,9/1/2016,9/30/2016,$158.00 
MD,Baltimore County,Baltimore,10/1/2015,9/30/2016,$98.00 
MD,Cambridge,Dorchester / Talbot,10/1/2015,3/31/2016,$111.00 
MD,St. Michaels,Dorchester / Talbot,10/1/2015,3/31/2016,$111.00 
MD,Cambridge,Dorchester / Talbot,4/1/2016,8/31/2016,$148.00 
MD,St. Michaels,Dorchester / Talbot,4/1/2016,8/31/2016,$148.00 
MD,Cambridge,Dorchester / Talbot,9/1/2016,9/30/2016,$111.00 
MD,St. Michaels,Dorchester / Talbot,9/1/2016,9/30/2016,$111.00 
MD,Centreville,Queen Anne,10/1/2015,11/30/2015,$125.00 
MD,Centreville,Queen Anne,12/1/2015,1/31/2016,$102.00 
MD,Centreville,Queen Anne,2/1/2016,9/30/2016,$125.00 
MD,Columbia,Howard,10/1/2015,9/30/2016,$106.00 
MD,Frederick,Frederick,10/1/2015,9/30/2016,$98.00 
MD,Lexington Park,St. Mary's / Calvert,10/1/2015,9/30/2016,$91.00 
MD,Leonardtown,St. Mary's / Calvert,10/1/2015,9/30/2016,$91.00 
MD,Lusby,St. Mary's / Calvert,10/1/2015,9/30/2016,$91.00 
MD,Ocean City,Worcester,10/1/2015,5/31/2016,$89.00 
MD,Ocean City,Worcester,6/1/2016,8/31/2016,$212.00 
MD,Ocean City,Worcester,9/1/2016,9/30/2016,$89.00 
ME,Bar Harbor,Hancock,10/1/2015,10/31/2015,$132.00 
ME,Bar Harbor,Hancock,11/1/2015,6/30/2016,$106.00 
ME,Bar Harbor,Hancock,7/1/2016,8/31/2016,$168.00 
ME,Bar Harbor,Hancock,9/1/2016,9/30/2016,$132.00 
ME,Kennebunk,York ,10/1/2015,11/30/2015,$106.00 
ME,Kittery,York ,10/1/2015,11/30/2015,$106.00 
ME,Sanford,York ,10/1/2015,11/30/2015,$106.00 
ME,Kennebunk,York ,12/1/2015,3/31/2016,$89.00 
ME,Kittery,York ,12/1/2015,3/31/2016,$89.00 
ME,Sanford,York ,12/1/2015,3/31/2016,$89.00 
ME,Kennebunk,York ,4/1/2016,6/30/2016,$96.00 
ME,Kittery,York ,4/1/2016,6/30/2016,$96.00 
ME,Sanford,York ,4/1/2016,6/30/2016,$96.00 
ME,Kennebunk,York ,7/1/2016,8/31/2016,$142.00 
ME,Kittery,York ,7/1/2016,8/31/2016,$142.00 
ME,Sanford,York ,7/1/2016,8/31/2016,$142.00 
ME,Kennebunk,York ,9/1/2016,9/30/2016,$106.00 
ME,Kittery,York ,9/1/2016,9/30/2016,$106.00 
ME,Sanford,York ,9/1/2016,9/30/2016,$106.00 
ME,Portland,Cumberland / Sagadahoc,10/1/2015,10/31/2015,$131.00 
ME,Portland,Cumberland / Sagadahoc,11/1/2015,6/30/2016,$103.00 
ME,Portland,Cumberland / Sagadahoc,7/1/2016,8/31/2016,$151.00 
ME,Portland,Cumberland / Sagadahoc,9/1/2016,9/30/2016,$131.00 
ME,Rockport,Knox,10/1/2015,6/30/2016,$89.00 
ME,Rockport,Knox,7/1/2016,8/31/2016,$113.00 
ME,Rockport,Knox,9/1/2016,9/30/2016,$89.00 
MI,Ann Arbor,Washtenaw,10/1/2015,9/30/2016,$111.00 
MI,Benton Harbor,Berrien ,10/1/2015,9/30/2016,$93.00 
MI,St. Joseph,Berrien ,10/1/2015,9/30/2016,$93.00 
MI,Stevensville,Berrien ,10/1/2015,9/30/2016,$93.00 
MI,Detroit,Wayne,10/1/2015,9/30/2016,$115.00 
MI,East Lansing,Ingham / Eaton,10/1/2015,9/30/2016,$96.00 
MI,Lansing,Ingham / Eaton,10/1/2015,9/30/2016,$96.00 
MI,Grand Rapids,Kent,10/1/2015,9/30/2016,$103.00 
MI,Holland,Ottawa,10/1/2015,9/30/2016,$98.00 
MI,Kalamazoo,Kalamazoo / Calhoun,10/1/2015,9/30/2016,$96.00 
MI,Battle Creek ,Kalamazoo / Calhoun,10/1/2015,9/30/2016,$96.00 
MI,Mackinac Island,Mackinac,10/1/2015,6/30/2016,$89.00 
MI,Mackinac Island,Mackinac,7/1/2016,8/31/2016,$103.00 
MI,Mackinac Island,Mackinac,9/1/2016,9/30/2016,$89.00 
MI,Midland,Midland,10/1/2015,9/30/2016,$102.00 
MI,Muskegon,Muskegon,10/1/2015,5/31/2016,$89.00 
MI,Muskegon,Muskegon,6/1/2016,8/31/2016,$111.00 
MI,Muskegon,Muskegon,9/1/2016,9/30/2016,$89.00 
MI,Petoskey,Emmet,10/1/2015,11/30/2015,$94.00 
MI,Petoskey,Emmet,12/1/2015,8/31/2016,$101.00 
MI,Petoskey,Emmet,9/1/2016,9/30/2016,$94.00 
MI,Pontiac,Oakland,10/1/2015,9/30/2016,$103.00 
MI,Auburn Hills ,Oakland,10/1/2015,9/30/2016,$103.00 
MI,South Haven,Van Buren,10/1/2015,5/31/2016,$89.00 
MI,South Haven,Van Buren,6/1/2016,8/31/2016,$106.00 
MI,South Haven,Van Buren,9/1/2016,9/30/2016,$89.00 
MI,Traverse City,Grand Traverse / Leelanau,10/1/2015,10/31/2015,$100.00 
MI,Leland,Grand Traverse / Leelanau,10/1/2015,10/31/2015,$100.00 
MI,Traverse City,Grand Traverse / Leelanau,11/1/2015,6/30/2016,$89.00 
MI,Leland,Grand Traverse / Leelanau,11/1/2015,6/30/2016,$89.00 
MI,Traverse City,Grand Traverse / Leelanau,7/1/2016,8/31/2016,$168.00 
MI,Leland,Grand Traverse / Leelanau,7/1/2016,8/31/2016,$168.00 
MI,Traverse City,Grand Traverse / Leelanau,9/1/2016,9/30/2016,$100.00 
MI,Leland,Grand Traverse / Leelanau,9/1/2016,9/30/2016,$100.00 
MN,Duluth,St. Louis,10/1/2015,10/31/2015,$142.00 
MN,Duluth,St. Louis,11/1/2015,5/31/2016,$109.00 
MN,Duluth,St. Louis,6/1/2016,9/30/2016,$142.00 
MN,Eagan,Dakota,10/1/2015,9/30/2016,$96.00 
MN,Burnsville,Dakota,10/1/2015,9/30/2016,$96.00 
MN,Mendota Heights,Dakota,10/1/2015,9/30/2016,$96.00 
MN,Minneapolis,Hennepin / Ramsey,10/1/2015,9/30/2016,$140.00 
MN,St. Paul,Hennepin / Ramsey,10/1/2015,9/30/2016,$140.00 
MN,Rochester,Olmsted,10/1/2015,9/30/2016,$115.00 
MO,Kansas City,Jackson / Clay / Cass / Platte,10/1/2015,9/30/2016,$112.00 
MO,St. Louis,St. Louis / St. Louis City / St. Charles / Crawford / Franklin / Jefferson / Lincoln / Warren / Washington,10/1/2015,9/30/2016,$125.00 
MS,Oxford,Lafayette,10/1/2015,9/30/2016,$105.00 
MS,Southaven,Desoto,10/1/2015,9/30/2016,$100.00 
MS,Starkville ,Oktibbeha,10/1/2015,9/30/2016,$98.00 
MT,Big Sky,Gallatin,10/1/2015,5/31/2016,$89.00 
MT,West Yellowstone,Gallatin,10/1/2015,5/31/2016,$89.00 
MT,Big Sky,Gallatin,6/1/2016,9/30/2016,$138.00 
MT,West Yellowstone,Gallatin,6/1/2016,9/30/2016,$138.00 
MT,Butte,Silver Bow,10/1/2015,9/30/2016,$93.00 
MT,Glendive,Dawson / Richland,10/1/2015,9/30/2016,$146.00 
MT,Sidney,Dawson / Richland,10/1/2015,9/30/2016,$146.00 
MT,Helena,Lewis and Clark,10/1/2015,9/30/2016,$92.00 
MT,Missoula,Missoula / Lake / Flathead,10/1/2015,6/30/2016,$95.00 
MT,Polson,Missoula / Lake / Flathead,10/1/2015,6/30/2016,$95.00 
MT,Kalispell,Missoula / Lake / Flathead,10/1/2015,6/30/2016,$95.00 
MT,Missoula,Missoula / Lake / Flathead,7/1/2016,8/31/2016,$136.00 
MT,Polson,Missoula / Lake / Flathead,7/1/2016,8/31/2016,$136.00 
MT,Kalispell,Missoula / Lake / Flathead,7/1/2016,8/31/2016,$136.00 
MT,Missoula,Missoula / Lake / Flathead,9/1/2016,9/30/2016,$95.00 
MT,Polson,Missoula / Lake / Flathead,9/1/2016,9/30/2016,$95.00 
MT,Kalispell,Missoula / Lake / Flathead,9/1/2016,9/30/2016,$95.00 
NC,Asheville ,Buncombe,10/1/2015,9/30/2016,$107.00 
NC,Atlantic Beach,Carteret,10/1/2015,5/31/2016,$89.00 
NC,Morehead City,Carteret,10/1/2015,5/31/2016,$89.00 
NC,Atlantic Beach,Carteret,6/1/2016,8/31/2016,$114.00 
NC,Morehead City,Carteret,6/1/2016,8/31/2016,$114.00 
NC,Atlantic Beach,Carteret,9/1/2016,9/30/2016,$89.00 
NC,Morehead City,Carteret,9/1/2016,9/30/2016,$89.00 
NC,Chapel Hill,Orange,10/1/2015,9/30/2016,$119.00 
NC,Charlotte,Mecklenburg,10/1/2015,9/30/2016,$117.00 
NC,Durham,Durham,10/1/2015,9/30/2016,$99.00 
NC,Fayetteville,Cumberland,10/1/2015,9/30/2016,$102.00 
NC,Greensboro,Guilford,10/1/2015,4/30/2016,$100.00 
NC,Greensboro,Guilford,5/1/2016,9/30/2016,$91.00 
NC,Kill Devil,Dare,10/1/2015,3/31/2016,$91.00 
NC,Kill Devil,Dare,4/1/2016,5/31/2016,$104.00 
NC,Kill Devil,Dare,6/1/2016,8/31/2016,$163.00 
NC,Kill Devil,Dare,9/1/2016,9/30/2016,$91.00 
NC,New Bern,Craven ,10/1/2015,9/30/2016,$91.00 
NC,Havelock,Craven ,10/1/2015,9/30/2016,$91.00 
NC,Raleigh,Wake,10/1/2015,9/30/2016,$104.00 
NC,Wilmington,New Hanover,10/1/2015,9/30/2016,$98.00 
ND,Dickinson,Stark / Mercer / Billings,10/1/2015,9/30/2016,$120.00 
ND,Beulah,Stark / Mercer / Billings,10/1/2015,9/30/2016,$120.00 
ND,Minot,Ward ,10/1/2015,9/30/2016,$91.00 
ND,Williston,Williams / Mountrail / McKenzie,10/1/2015,9/30/2016,$146.00 
NE,Omaha,Douglas,10/1/2015,9/30/2016,$104.00 
NH,Concord,Merrimack,10/1/2015,9/30/2016,$94.00 
NH,Conway,Caroll,10/1/2015,2/29/2016,$125.00 
NH,Conway,Caroll,3/1/2015,6/30/2016,$102.00 
NH,Conway,Caroll,7/1/2016,8/31/2016,$170.00 
NH,Conway,Caroll,9/1/2016,9/30/2016,$125.00 
NH,Durham,Strafford,10/1/2015,9/30/2016,$99.00 
NH,Laconia,Belknap,10/1/2015,5/31/2016,$92.00 
NH,Laconia,Belknap,6/1/2016,9/30/2016,$116.00 
NH,Lebanon,Grafton / Sullivan ,10/1/2015,9/30/2016,$118.00 
NH,Lincoln,Grafton / Sullivan ,10/1/2015,9/30/2016,$118.00 
NH,West Lebanon,Grafton / Sullivan ,10/1/2015,9/30/2016,$118.00 
NH,Manchester,Hillsborough,10/1/2015,9/30/2016,$95.00 
NH,Portsmouth,Rockingham,10/1/2015,6/30/2016,$107.00 
NH,Portsmouth,Rockingham,7/1/2016,8/31/2016,$142.00 
NH,Portsmouth,Rockingham,9/1/2016,9/30/2016,$107.00 
NJ,Atlantic City,Atlantic / Cape May,10/1/2015,9/30/2016,$97.00 
NJ,Ocean City,Atlantic / Cape May,10/1/2015,9/30/2016,$97.00 
NJ,Cape May,Atlantic / Cape May,10/1/2015,9/30/2016,$97.00 
NJ,Cherry Hill,Camden / Burlington,10/1/2015,9/30/2016,$98.00 
NJ,Moorestown,Camden / Burlington,10/1/2015,9/30/2016,$98.00 
NJ,Eatontown,Monmouth,10/1/2015,9/30/2016,$101.00 
NJ,Freehold,Monmouth,10/1/2015,9/30/2016,$101.00 
NJ,Edison,Middlesex ,10/1/2015,9/30/2016,$110.00 
NJ,Piscataway,Middlesex ,10/1/2015,9/30/2016,$110.00 
NJ,Flemington,Hunterdon,10/1/2015,9/30/2016,$115.00 
NJ,Newark,Essex / Bergen / Hudson / Passaic,10/1/2015,9/30/2016,$136.00 
NJ,Parsippany,Morris,10/1/2015,9/30/2016,$142.00 
NJ,Princeton,Mercer,10/1/2015,9/30/2016,$128.00 
NJ,Trenton,Mercer,10/1/2015,9/30/2016,$128.00 
NJ,Somerset,Somerset,10/1/2015,9/30/2016,$140.00 
NJ,Springfield,Union,10/1/2015,9/30/2016,$117.00 
NJ,Cranford,Union,10/1/2015,9/30/2016,$117.00 
NJ,New Providence,Union,10/1/2015,9/30/2016,$117.00 
NJ,Toms River,Ocean,10/1/2015,5/31/2016,$89.00 
NJ,Toms River,Ocean,6/1/2016,8/31/2016,$102.00 
NJ,Toms River,Ocean,9/1/2016,9/30/2016,$89.00 
NM,Carlsbad,Eddy,10/1/2015,9/30/2016,$148.00 
NM,Las Cruces,Dona Ana,10/1/2015,9/30/2016,$94.00 
NM,Santa Fe,Santa Fe,10/1/2015,9/30/2016,$99.00 
NM,Taos,Taos,10/1/2015,9/30/2016,$93.00 
NV,Incline Village,Washoe,10/1/2015,6/30/2016,$97.00 
NV,Reno,Washoe,10/1/2015,6/30/2016,$97.00 
NV,Sparks,Washoe,10/1/2015,6/30/2016,$97.00 
NV,Incline Village,Washoe,7/1/2016,8/31/2016,$136.00 
NV,Reno,Washoe,7/1/2016,8/31/2016,$136.00 
NV,Sparks,Washoe,7/1/2016,8/31/2016,$136.00 
NV,Incline Village,Washoe,9/1/2016,9/30/2016,$97.00 
NV,Reno,Washoe,9/1/2016,9/30/2016,$97.00 
NV,Sparks,Washoe,9/1/2016,9/30/2016,$97.00 
NV,Las Vegas,Clark,10/1/2015,1/31/2016,$108.00 
NV,Las Vegas,Clark,2/1/2016,8/31/2016,$93.00 
NV,Las Vegas,Clark,9/1/2016,9/30/2016,$108.00 
NY,Albany,Albany,10/1/2015,9/30/2016,$115.00 
NY,Binghamton,Broome / Tioga,10/1/2015,9/30/2016,$99.00 
NY,Owego,Broome / Tioga,10/1/2015,9/30/2016,$99.00 
NY,Buffalo,Erie,10/1/2015,9/30/2016,$112.00 
NY,Floral Park,Nassau,10/1/2015,9/30/2016,$150.00 
NY,Garden City,Nassau,10/1/2015,9/30/2016,$150.00 
NY,Great Neck,Nassau,10/1/2015,9/30/2016,$150.00 
NY,Glens Falls,Warren,10/1/2015,6/30/2016,$99.00 
NY,Glens Falls,Warren,7/1/2016,8/31/2016,$160.00 
NY,Glens Falls,Warren,9/1/2016,9/30/2016,$99.00 
NY,Ithaca,Tompkins / Seneca,10/1/2015,9/30/2016,$121.00 
NY,Waterloo,Tompkins / Seneca,10/1/2015,9/30/2016,$121.00 
NY,Romulus,Tompkins / Seneca,10/1/2015,9/30/2016,$121.00 
NY,Kingston,Ulster,10/1/2015,9/30/2016,$115.00 
NY,Lake Placid,Essex,10/1/2015,11/30/2015,$115.00 
NY,Lake Placid,Essex,12/1/2015,2/29/2016,$140.00 
NY,Lake Placid,Essex,3/1/2015,6/30/2016,$107.00 
NY,Lake Placid,Essex,7/1/2016,8/31/2016,$172.00 
NY,Lake Placid,Essex,9/1/2016,9/30/2016,$115.00 
NY,New York City,Bronx / Kings / New York / Queens / Richmond,10/1/2015,12/31/2015,$306.00 
NY,New York City,Bronx / Kings / New York / Queens / Richmond,1/1/2016,2/29/2016,$181.00 
NY,New York City,Bronx / Kings / New York / Queens / Richmond,3/1/2015,6/30/2016,$270.00 
NY,New York City,Bronx / Kings / New York / Queens / Richmond,7/1/2016,8/31/2016,$242.00 
NY,New York City,Bronx / Kings / New York / Queens / Richmond,9/1/2016,9/30/2016,$306.00 
NY,Niagara Falls,Niagara,10/1/2015,6/30/2016,$89.00 
NY,Niagara Falls,Niagara,7/1/2016,8/31/2016,$114.00 
NY,Niagara Falls,Niagara,9/1/2016,9/30/2016,$89.00 
NY,Nyack,Rockland,10/1/2015,9/30/2016,$112.00 
NY,Palisades,Rockland,10/1/2015,9/30/2016,$112.00 
NY,Poughkeepsie,Dutchess,10/1/2015,9/30/2016,$104.00 
NY,Riverhead,Suffolk,10/1/2015,9/30/2016,$126.00 
NY,Ronkonkoma,Suffolk,10/1/2015,9/30/2016,$126.00 
NY,Melville,Suffolk,10/1/2015,9/30/2016,$126.00 
NY,Rochester,Monroe,10/1/2015,9/30/2016,$101.00 
NY,Saratoga Springs,Saratoga / Schenectady,10/1/2015,6/30/2016,$120.00 
NY,Schenectady,Saratoga / Schenectady,10/1/2015,6/30/2016,$120.00 
NY,Saratoga Springs,Saratoga / Schenectady,7/1/2016,8/31/2016,$186.00 
NY,Schenectady,Saratoga / Schenectady,7/1/2016,8/31/2016,$186.00 
NY,Saratoga Springs,Saratoga / Schenectady,9/1/2016,9/30/2016,$120.00 
NY,Schenectady,Saratoga / Schenectady,9/1/2016,9/30/2016,$120.00 
NY,Syracuse,Onondaga / Oswego,10/1/2015,9/30/2016,$100.00 
NY,Oswego,Onondaga / Oswego,10/1/2015,9/30/2016,$100.00 
NY,Tarrytown,Westchester,10/1/2015,9/30/2016,$151.00 
NY,White Plains,Westchester,10/1/2015,9/30/2016,$151.00 
NY,New Rochelle,Westchester,10/1/2015,9/30/2016,$151.00 
NY,Troy ,Rensselaer,10/1/2015,9/30/2016,$107.00 
NY,Watertown,Jefferson,10/1/2015,9/30/2016,$94.00 
NY,West Point,Orange,10/1/2015,9/30/2016,$106.00 
OH,Akron,Summit,10/1/2015,9/30/2016,$103.00 
OH,Canton,Stark,10/1/2015,9/30/2016,$106.00 
OH,Cincinnati,Hamilton / Clermont,10/1/2015,9/30/2016,$135.00 
OH,Cleveland,Cuyahoga,10/1/2015,9/30/2016,$125.00 
OH,Columbus,Franklin,10/1/2015,9/30/2016,$109.00 
OH,Dayton,Greene / Darke / Montgomery,10/1/2015,9/30/2016,$90.00 
OH,Fairborn,Greene / Darke / Montgomery,10/1/2015,9/30/2016,$90.00 
OH,Hamilton,Butler / Warren,10/1/2015,9/30/2016,$101.00 
OH,Medina,Wayne / Medina,10/1/2015,9/30/2016,$100.00 
OH,Wooster,Wayne / Medina,10/1/2015,9/30/2016,$100.00 
OH,Mentor,Lake,10/1/2015,9/30/2016,$97.00 
OH,Sandusky,Erie /  Huron,10/1/2015,9/30/2016,$96.00 
OH,Bellevue,Erie /  Huron,10/1/2015,9/30/2016,$96.00 
OH,Youngstown,Mahoning / Trumbull,10/1/2015,9/30/2016,$95.00 
OK,Enid,Garfield,10/1/2015,9/30/2016,$111.00 
OK,Oklahoma City,Oklahoma,10/1/2015,9/30/2016,$98.00 
OR,Beaverton,Washington,10/1/2015,9/30/2016,$119.00 
OR,Bend,Deschutes,10/1/2015,6/30/2016,$102.00 
OR,Bend,Deschutes,7/1/2016,8/31/2016,$130.00 
OR,Bend,Deschutes,9/1/2016,9/30/2016,$102.00 
OR,Clackamas,Clackamas,10/1/2015,9/30/2016,$102.00 
OR,Eugen,Lane,10/1/2015,9/30/2016,$106.00 
OR,Florence,Lane,10/1/2015,9/30/2016,$106.00 
OR,Lincoln City,Lincoln,10/1/2015,6/30/2016,$98.00 
OR,Lincoln City,Lincoln,7/1/2016,8/31/2016,$125.00 
OR,Lincoln City,Lincoln,9/1/2016,9/30/2016,$98.00 
OR,Portland,Multnomah,10/1/2015,9/30/2016,$151.00 
OR,Seaside,Clatsop,10/1/2015,6/30/2016,$105.00 
OR,Seaside,Clatsop,7/1/2016,8/31/2016,$156.00 
OR,Seaside,Clatsop,9/1/2016,9/30/2016,$105.00 
PA,Allentown,Lehigh / Northampton,10/1/2015,9/30/2016,$91.00 
PA,Easton,Lehigh / Northampton,10/1/2015,9/30/2016,$91.00 
PA,Bethlehem,Lehigh / Northampton,10/1/2015,9/30/2016,$91.00 
PA,Bucks,Bucks,10/1/2015,9/30/2016,$100.00 
PA,Chester,Delaware,10/1/2015,9/30/2016,$101.00 
PA,Radnor,Delaware,10/1/2015,9/30/2016,$101.00 
PA,Essington,Delaware,10/1/2015,9/30/2016,$101.00 
PA,Erie,Erie,10/1/2015,9/30/2016,$95.00 
PA,Gettysburg,Adams,10/1/2015,10/31/2015,$98.00 
PA,Gettysburg,Adams,11/1/2015,3/31/2016,$89.00 
PA,Gettysburg,Adams,4/1/2016,9/30/2016,$98.00 
PA,Harrisburg,Dauphin County excluding Hershey,10/1/2015,9/30/2016,$106.00 
PA,Hershey,Hershey,10/1/2015,10/31/2015,$120.00 
PA,Hershey,Hershey,11/1/2015,5/31/2016,$108.00 
PA,Hershey,Hershey,6/1/2016,8/31/2016,$176.00 
PA,Hershey,Hershey,9/1/2016,9/30/2016,$120.00 
PA,Lancaster,Lancaster,10/1/2015,9/30/2016,$109.00 
PA,Malvern,Chester,10/1/2015,9/30/2016,$124.00 
PA,Frazer,Chester,10/1/2015,9/30/2016,$124.00 
PA,Berwyn,Chester,10/1/2015,9/30/2016,$124.00 
PA,Mechanicsburg,Cumberland,10/1/2015,9/30/2016,$90.00 
PA,Montgomery,Montgomery,10/1/2015,9/30/2016,$124.00 
PA,Philadelphia,Philadelphia,10/1/2015,11/30/2015,$174.00 
PA,Philadelphia,Philadelphia,12/1/2015,2/29/2016,$144.00 
PA,Philadelphia,Philadelphia,3/1/2015,6/30/2016,$168.00 
PA,Philadelphia,Philadelphia,7/1/2016,8/31/2016,$155.00 
PA,Philadelphia,Philadelphia,9/1/2016,9/30/2016,$174.00 
PA,Pittsburgh,Allegheny,10/1/2015,9/30/2016,$130.00 
PA,Reading,Berks,10/1/2015,9/30/2016,$99.00 
PA,Scranton,Lackawanna,10/1/2015,9/30/2016,$92.00 
PA,State College ,Centre,10/1/2015,9/30/2016,$95.00 
RI,East Greenwich,Kent / Washington,10/1/2015,9/30/2016,$95.00 
RI,Warwick,Kent / Washington,10/1/2015,9/30/2016,$95.00 
RI,North Kingstown,Kent / Washington,10/1/2015,9/30/2016,$95.00 
RI,Jamestown,Newport ,10/1/2015,10/31/2015,$166.00 
